child,field,target,targetField,cardinality,kind,nullable,populated,total,tier,administrative,notes
et4ae5__MC_CDC_Journey__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__MC_CDC_Journey__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__MC_CDC_Journey__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__SMSDefinition__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__SMSDefinition__c,RecordTypeId,RecordType,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__Business_Unit__c,et4ae5__Business_Unit__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__Campaign__c,Campaign,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__Contact__c,Contact,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__ExclusionCampaign__c,Campaign,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__Lead__c,Lead,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__Opt_in_Certification_User__c,User,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSDefinition__c,et4ae5__UEBU__c,et4ae5__UEBU__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SMSJunction__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSJunction__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSJunction__c,et4ae5__Campaign__c,Campaign,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SMSJunction__c,et4ae5__SMSDefinition__c,et4ae5__SMSDefinition__c,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__SendDefinition__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__SendDefinition__c,RecordTypeId,RecordType,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__ABTest__c,et4ae5__abTest__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__Business_Unit__c,et4ae5__Business_Unit__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__Campaign__c,Campaign,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__Contact__c,Contact,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__ExclusionCampaign__c,Campaign,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__Lead__c,Lead,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__SendAutomation__c,et4ae5__Automated_Send__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendDefinition__c,et4ae5__UEBU__c,et4ae5__UEBU__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__SendJunction__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendJunction__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendJunction__c,et4ae5__Campaign__c,Campaign,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SendJunction__c,et4ae5__SendDefinition__c,et4ae5__SendDefinition__c,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SupportRequest__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SupportRequest__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__SupportRequest__c,et4ae5__Send_Definition__c,et4ae5__SendDefinition__c,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Triggered_Send_Execution__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Triggered_Send_Execution__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Triggered_Send_Execution__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Triggered_Send_Execution__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Triggered_Send_Execution__c,et4ae5__Triggered_Send__c,et4ae5__Automated_Send__c,Id,N:1,Lookup,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__UEBU__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__UEBU__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__UEBU__c,et4ae5__BU__c,et4ae5__Business_Unit__c,Id,N:1,Master-detail,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__abTest__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__abTest__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__abTest__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__abTest__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
